"","CNTY","PREC","PCTKEY","cntykey","SDLEA10","NAME","NAME2","DISTRICT_N","NCES_DISTR"
"2511.1","203","0016","2030016",102,"24730","Jefferson ISD","Jefferson","155901","4824730"
"2745.1","315","0001","3150001",158,"24730","Jefferson ISD","Jefferson","155901","4824730"
"2746.1","315","0010","3150010",158,"24730","Jefferson ISD","Jefferson","155901","4824730"
"3438","315","0007","3150007",158,"24730","Jefferson ISD","Jefferson","155901","4824730"
"3439","315","0006","3150006",158,"24730","Jefferson ISD","Jefferson","155901","4824730"
"3519.1","343","0203","3430203",172,"24730","Jefferson ISD","Jefferson","155901","4824730"
"6297","315","0002","3150002",158,"24730","Jefferson ISD","Jefferson","155901","4824730"
"6298","315","0008","3150008",158,"24730","Jefferson ISD","Jefferson","155901","4824730"
"6299","315","0003","3150003",158,"24730","Jefferson ISD","Jefferson","155901","4824730"
"6300","315","0004","3150004",158,"24730","Jefferson ISD","Jefferson","155901","4824730"
"6301","315","0005","3150005",158,"24730","Jefferson ISD","Jefferson","155901","4824730"
"6302","315","0009","3150009",158,"24730","Jefferson ISD","Jefferson","155901","4824730"
"8369.1","459","0007","4590007",230,"24730","Jefferson ISD","Jefferson","155901","4824730"
"8515","203","0014","2030014",102,"24730","Jefferson ISD","Jefferson","155901","4824730"
"8516","203","0005","2030005",102,"24730","Jefferson ISD","Jefferson","155901","4824730"
"2300.1","67","0001","670001",34,"09090","Avinger ISD","Avinger","34902","4809090"
"2304.1","67","0005","670005",34,"09090","Avinger ISD","Avinger","34902","4809090"
"2305","67","0007","670007",34,"09090","Avinger ISD","Avinger","34902","4809090"
"2745.2","315","0001","3150001",158,"09090","Avinger ISD","Avinger","34902","4809090"
"3519.2","343","0203","3430203",172,"09090","Avinger ISD","Avinger","34902","4809090"
"6297.1","315","0002","3150002",158,"09090","Avinger ISD","Avinger","34902","4809090"
"6299.1","315","0003","3150003",158,"09090","Avinger ISD","Avinger","34902","4809090"
"6301.1","315","0005","3150005",158,"09090","Avinger ISD","Avinger","34902","4809090"
"353","109","03-3","10903-3",55,"34550","Pecos-Barstow-Toyah ISD","Pecos-Barstow-Toyah","195901","4834550"
"354","109","0004","1090004",55,"34550","Pecos-Barstow-Toyah ISD","Pecos-Barstow-Toyah","195901","4834550"
"2677","243","0002","2430002",122,"34550","Pecos-Barstow-Toyah ISD","Pecos-Barstow-Toyah","195901","4834550"
"2792","371","0001","3710001",186,"34550","Pecos-Barstow-Toyah ISD","Pecos-Barstow-Toyah","195901","4834550"
"3415","301","0003","3010003",151,"34550","Pecos-Barstow-Toyah ISD","Pecos-Barstow-Toyah","195901","4834550"
"3416","301","0001","3010001",151,"34550","Pecos-Barstow-Toyah ISD","Pecos-Barstow-Toyah","195901","4834550"
"3417","301","0002","3010002",151,"34550","Pecos-Barstow-Toyah ISD","Pecos-Barstow-Toyah","195901","4834550"
"4305","371","0009","3710009",186,"34550","Pecos-Barstow-Toyah ISD","Pecos-Barstow-Toyah","195901","4834550"
"4363","389","0003","3890003",195,"34550","Pecos-Barstow-Toyah ISD","Pecos-Barstow-Toyah","195901","4834550"
"4364","389","0012","3890012",195,"34550","Pecos-Barstow-Toyah ISD","Pecos-Barstow-Toyah","195901","4834550"
"4365","389","0004","3890004",195,"34550","Pecos-Barstow-Toyah ISD","Pecos-Barstow-Toyah","195901","4834550"
"4366","389","0005","3890005",195,"34550","Pecos-Barstow-Toyah ISD","Pecos-Barstow-Toyah","195901","4834550"
"4367","389","0006","3890006",195,"34550","Pecos-Barstow-Toyah ISD","Pecos-Barstow-Toyah","195901","4834550"
"4368","389","0007","3890007",195,"34550","Pecos-Barstow-Toyah ISD","Pecos-Barstow-Toyah","195901","4834550"
"4369","389","0001","3890001",195,"34550","Pecos-Barstow-Toyah ISD","Pecos-Barstow-Toyah","195901","4834550"
"4370","389","0008","3890008",195,"34550","Pecos-Barstow-Toyah ISD","Pecos-Barstow-Toyah","195901","4834550"
"4371","389","0011","3890011",195,"34550","Pecos-Barstow-Toyah ISD","Pecos-Barstow-Toyah","195901","4834550"
"4372","389","0002","3890002",195,"34550","Pecos-Barstow-Toyah ISD","Pecos-Barstow-Toyah","195901","4834550"
"4373","389","0010","3890010",195,"34550","Pecos-Barstow-Toyah ISD","Pecos-Barstow-Toyah","195901","4834550"
"4671","475","001W","475001W",238,"34550","Pecos-Barstow-Toyah ISD","Pecos-Barstow-Toyah","195901","4834550"
"5455","371","0006","3710006",186,"34550","Pecos-Barstow-Toyah ISD","Pecos-Barstow-Toyah","195901","4834550"
"6863","475","003S","475003S",238,"34550","Pecos-Barstow-Toyah ISD","Pecos-Barstow-Toyah","195901","4834550"
"7781","475","004W","475004W",238,"34550","Pecos-Barstow-Toyah ISD","Pecos-Barstow-Toyah","195901","4834550"
"354.1","109","0004","1090004",55,"09330","Balmorhea ISD","Balmorhea","195902","4809330"
"2677.1","243","0002","2430002",122,"09330","Balmorhea ISD","Balmorhea","195902","4809330"
"4365.1","389","0004","3890004",195,"09330","Balmorhea ISD","Balmorhea","195902","4809330"
"4366.1","389","0005","3890005",195,"09330","Balmorhea ISD","Balmorhea","195902","4809330"
"4367.1","389","0006","3890006",195,"09330","Balmorhea ISD","Balmorhea","195902","4809330"
"4371.1","389","0011","3890011",195,"09330","Balmorhea ISD","Balmorhea","195902","4809330"
"4373.1","389","0010","3890010",195,"09330","Balmorhea ISD","Balmorhea","195902","4809330"
"2793","371","0002","3710002",186,"42420","Terrell County ISD","Terrell County","222901","4842420"
"5092","105","0004","1050004",53,"42420","Terrell County ISD","Terrell County","222901","4842420"
"5458","371","0003","3710003",186,"42420","Terrell County ISD","Terrell County","222901","4842420"
"6830","465","0042","4650042",233,"42420","Terrell County ISD","Terrell County","222901","4842420"
"7401","443","0001","4430001",222,"42420","Terrell County ISD","Terrell County","222901","4842420"
"7402","443","0003","4430003",222,"42420","Terrell County ISD","Terrell County","222901","4842420"
"7403","443","0004","4430004",222,"42420","Terrell County ISD","Terrell County","222901","4842420"
"7404","443","0002","4430002",222,"42420","Terrell County ISD","Terrell County","222901","4842420"
"7492","43","0003","430003",22,"42420","Terrell County ISD","Terrell County","222901","4842420"
"1450","127","0003","1270003",64,"17100","Dilley ISD","Dilley","82902","4817100"
"2726","283","0001","2830001",142,"17100","Dilley ISD","Dilley","82902","4817100"
"3658","163","0010","1630010",82,"17100","Dilley ISD","Dilley","82902","4817100"
"3659","163","0009","1630009",82,"17100","Dilley ISD","Dilley","82902","4817100"
"3763","507","0001","5070001",254,"17100","Dilley ISD","Dilley","82902","4817100"
"7555","163","0002","1630002",82,"17100","Dilley ISD","Dilley","82902","4817100"
"7556","163","0008","1630008",82,"17100","Dilley ISD","Dilley","82902","4817100"
"8537","283","0005","2830005",142,"17100","Dilley ISD","Dilley","82902","4817100"
"8589","163","0004","1630004",82,"17100","Dilley ISD","Dilley","82902","4817100"
"3390","279","0001","2790001",140,"41250","Springlake-Earth ISD","Springlake-Earth","140907","4841250"
"5447","369","0401","3690401",185,"41250","Springlake-Earth ISD","Springlake-Earth","140907","4841250"
"6013","69","0101","690101",35,"41250","Springlake-Earth ISD","Springlake-Earth","140907","4841250"
"6015","69","0206","690206",35,"41250","Springlake-Earth ISD","Springlake-Earth","140907","4841250"
"6212","279","0003","2790003",140,"41250","Springlake-Earth ISD","Springlake-Earth","140907","4841250"
"6214","279","0012","2790012",140,"41250","Springlake-Earth ISD","Springlake-Earth","140907","4841250"
"1103","33","0004","330004",17,"35490","Post ISD","Post","85902","4835490"
"1969","33","001A","33001A",17,"35490","Post ISD","Post","85902","4835490"
"2379","169","0005","1690005",85,"35490","Post ISD","Post","85902","4835490"
"3110.1","107","0027","1070027",54,"35490","Post ISD","Post","85902","4835490"
"3112","107","0044","1070044",54,"35490","Post ISD","Post","85902","4835490"
"3430","305","0008","3050008",153,"35490","Post ISD","Post","85902","4835490"
"4450","415","0005","4150005",208,"35490","Post ISD","Post","85902","4835490"
"4451","415","0007","4150007",208,"35490","Post ISD","Post","85902","4835490"
"6163","263","0302","2630302",132,"35490","Post ISD","Post","85902","4835490"
"7032.1","169","0003","1690003",85,"35490","Post ISD","Post","85902","4835490"
"7033","169","0001","1690001",85,"35490","Post ISD","Post","85902","4835490"
"7034","169","0004","1690004",85,"35490","Post ISD","Post","85902","4835490"
"7035","169","0002","1690002",85,"35490","Post ISD","Post","85902","4835490"
"7036","169","0006","1690006",85,"35490","Post ISD","Post","85902","4835490"
"8534.1","263","0202","2630202",132,"35490","Post ISD","Post","85902","4835490"
"8539","305","0005","3050005",153,"35490","Post ISD","Post","85902","4835490"
"8543","305","0006","3050006",153,"35490","Post ISD","Post","85902","4835490"
"8545","305","0007","3050007",153,"35490","Post ISD","Post","85902","4835490"
"2856","305","0004","3050004",153,"42090","Tahoka ISD","Tahoka","153904","4842090"
"3429","305","0013","3050013",153,"42090","Tahoka ISD","Tahoka","153904","4842090"
"3430.1","305","0008","3050008",153,"42090","Tahoka ISD","Tahoka","153904","4842090"
"3431","305","0010","3050010",153,"42090","Tahoka ISD","Tahoka","153904","4842090"
"6654","445","0101","4450101",223,"42090","Tahoka ISD","Tahoka","153904","4842090"
"6657","445","0201","4450201",223,"42090","Tahoka ISD","Tahoka","153904","4842090"
"6659","445","0202","4450202",223,"42090","Tahoka ISD","Tahoka","153904","4842090"
"7035.1","169","0002","1690002",85,"42090","Tahoka ISD","Tahoka","153904","4842090"
"7793","305","0001","3050001",153,"42090","Tahoka ISD","Tahoka","153904","4842090"
"8539.1","305","0005","3050005",153,"42090","Tahoka ISD","Tahoka","153904","4842090"
"8540","305","0003","3050003",153,"42090","Tahoka ISD","Tahoka","153904","4842090"
"8541","305","0012","3050012",153,"42090","Tahoka ISD","Tahoka","153904","4842090"
"8542","305","0014","3050014",153,"42090","Tahoka ISD","Tahoka","153904","4842090"
"8543.1","305","0006","3050006",153,"42090","Tahoka ISD","Tahoka","153904","4842090"
"8544","305","0009","3050009",153,"42090","Tahoka ISD","Tahoka","153904","4842090"
"8545.1","305","0007","3050007",153,"42090","Tahoka ISD","Tahoka","153904","4842090"
"516","115","0017","1150017",58,"33390","O'Donnell ISD","O'Donnell","153903","4833390"
"1969.1","33","001A","33001A",17,"33390","O'Donnell ISD","O'Donnell","153903","4833390"
"3431.1","305","0010","3050010",153,"33390","O'Donnell ISD","O'Donnell","153903","4833390"
"4786","115","0002","1150002",58,"33390","O'Donnell ISD","O'Donnell","153903","4833390"
"6654.1","445","0101","4450101",223,"33390","O'Donnell ISD","O'Donnell","153903","4833390"
"6932","33","001B","33001B",17,"33390","O'Donnell ISD","O'Donnell","153903","4833390"
"7035.2","169","0002","1690002",85,"33390","O'Donnell ISD","O'Donnell","153903","4833390"
"7793.1","305","0001","3050001",153,"33390","O'Donnell ISD","O'Donnell","153903","4833390"
"8539.2","305","0005","3050005",153,"33390","O'Donnell ISD","O'Donnell","153903","4833390"
"8540.1","305","0003","3050003",153,"33390","O'Donnell ISD","O'Donnell","153903","4833390"
"8541.1","305","0012","3050012",153,"33390","O'Donnell ISD","O'Donnell","153903","4833390"
"515","115","0011","1150011",58,"16350","Dawson ISD (Dawson)","Dawson (Dawson)","58902","4816350"
"516.1","115","0017","1150017",58,"16350","Dawson ISD (Dawson)","Dawson (Dawson)","58902","4816350"
"3431.2","305","0010","3050010",153,"16350","Dawson ISD (Dawson)","Dawson (Dawson)","58902","4816350"
"6654.2","445","0101","4450101",223,"16350","Dawson ISD (Dawson)","Dawson (Dawson)","58902","4816350"
"7028","165","0005","1650005",83,"16350","Dawson ISD (Dawson)","Dawson (Dawson)","58902","4816350"
"1039","11","0202","110202",6,"40290","Silverton ISD","Silverton","23902","4840290"
"1042","11","0301","110301",6,"40290","Silverton ISD","Silverton","23902","4840290"
"1135","45","0001","450001",23,"40290","Silverton ISD","Silverton","23902","4840290"
"1136","45","0003","450003",23,"40290","Silverton ISD","Silverton","23902","4840290"
"1463","153","0018","1530018",77,"40290","Silverton ISD","Silverton","23902","4840290"
"1467","153","0009","1530009",77,"40290","Silverton ISD","Silverton","23902","4840290"
"3038","45","0004","450004",23,"40290","Silverton ISD","Silverton","23902","4840290"
"3039.1","45","0002","450002",23,"40290","Silverton ISD","Silverton","23902","4840290"
"4493","437","0011","4370011",219,"40290","Silverton ISD","Silverton","23902","4840290"
"5937","11","0303","110303",6,"40290","Silverton ISD","Silverton","23902","4840290"
"7187","437","0002","4370002",219,"40290","Silverton ISD","Silverton","23902","4840290"
"7189","437","0009","4370009",219,"40290","Silverton ISD","Silverton","23902","4840290"
"7190","437","0003","4370003",219,"40290","Silverton ISD","Silverton","23902","4840290"
"2317","69","0408","690408",35,"32220","Nazareth ISD","Nazareth","35903","4832220"
"6013.1","69","0101","690101",35,"32220","Nazareth ISD","Nazareth","35903","4832220"
"6014","69","0105","690105",35,"32220","Nazareth ISD","Nazareth","35903","4832220"
"6017","69","0401","690401",35,"32220","Nazareth ISD","Nazareth","35903","4832220"
"7186","437","0001","4370001",219,"32220","Nazareth ISD","Nazareth","35903","4832220"
"7188","437","0004","4370004",219,"32220","Nazareth ISD","Nazareth","35903","4832220"
"1506","189","0419","1890419",95,"22650","Hart ISD","Hart","35902","4822650"
"2317.1","69","0408","690408",35,"22650","Hart ISD","Hart","35902","4822650"
"3390.1","279","0001","2790001",140,"22650","Hart ISD","Hart","35902","4822650"
"4494","437","0006","4370006",219,"22650","Hart ISD","Hart","35902","4822650"
"6013.2","69","0101","690101",35,"22650","Hart ISD","Hart","35902","4822650"
"6014.1","69","0105","690105",35,"22650","Hart ISD","Hart","35902","4822650"
"7188.1","437","0004","4370004",219,"22650","Hart ISD","Hart","35902","4822650"
"517","117","0001","1170001",59,"17160","Dimmitt ISD","Dimmitt","35901","4817160"
"2317.2","69","0408","690408",35,"17160","Dimmitt ISD","Dimmitt","35901","4817160"
"4339","381","0305","3810305",191,"17160","Dimmitt ISD","Dimmitt","35901","4817160"
"5446","369","0101","3690101",185,"17160","Dimmitt ISD","Dimmitt","35901","4817160"
"5447.1","369","0401","3690401",185,"17160","Dimmitt ISD","Dimmitt","35901","4817160"
"6013.3","69","0101","690101",35,"17160","Dimmitt ISD","Dimmitt","35901","4817160"
"6014.2","69","0105","690105",35,"17160","Dimmitt ISD","Dimmitt","35901","4817160"
"6015.1","69","0206","690206",35,"17160","Dimmitt ISD","Dimmitt","35901","4817160"
"6016","69","0201","690201",35,"17160","Dimmitt ISD","Dimmitt","35901","4817160"
"6017.1","69","0401","690401",35,"17160","Dimmitt ISD","Dimmitt","35901","4817160"
"6018","69","0301","690301",35,"17160","Dimmitt ISD","Dimmitt","35901","4817160"
"6019","69","0307","690307",35,"17160","Dimmitt ISD","Dimmitt","35901","4817160"
"1787","253","0301","2530301",127,"41400","Stamford ISD","Stamford","127906","4841400"
"2517","207","0010","2070010",104,"41400","Stamford ISD","Stamford","127906","4841400"
"2705","253","0103","2530103",127,"41400","Stamford ISD","Stamford","127906","4841400"
"2706","253","0203","2530203",127,"41400","Stamford ISD","Stamford","127906","4841400"
"2707","253","0201","2530201",127,"41400","Stamford ISD","Stamford","127906","4841400"
"3253","207","0009","2070009",104,"41400","Stamford ISD","Stamford","127906","4841400"
"6140","253","0101","2530101",127,"41400","Stamford ISD","Stamford","127906","4841400"
"6141","253","0202","2530202",127,"41400","Stamford ISD","Stamford","127906","4841400"
"7940","253","0102","2530102",127,"41400","Stamford ISD","Stamford","127906","4841400"
"1604","207","0002","2070002",104,"33960","Paint Creek ISD","Paint Creek","104907","4833960"
"1606","207","0004","2070004",104,"33960","Paint Creek ISD","Paint Creek","104907","4833960"
"1608","207","0003","2070003",104,"33960","Paint Creek ISD","Paint Creek","104907","4833960"
"2517.1","207","0010","2070010",104,"33960","Paint Creek ISD","Paint Creek","104907","4833960"
"2707.1","253","0201","2530201",127,"33960","Paint Creek ISD","Paint Creek","104907","4833960"
"3253.1","207","0009","2070009",104,"33960","Paint Creek ISD","Paint Creek","104907","4833960"
"4457","417","0202","4170202",209,"33960","Paint Creek ISD","Paint Creek","104907","4833960"
