"","CNTY","PREC","PCTKEY","cntykey","SDLEA10","NAME","NAME2","DISTRICT_N","NCES_DISTR"
"3560.1","349","0204","3490204",175,"25530","Kerens ISD","Kerens","175907","4825530"
"3562.1","349","0201","3490201",175,"25530","Kerens ISD","Kerens","175907","4825530"
"3565.1","349","0206","3490206",175,"25530","Kerens ISD","Kerens","175907","4825530"
"3568.1","349","0203","3490203",175,"25530","Kerens ISD","Kerens","175907","4825530"
"3569.1","349","0205","3490205",175,"25530","Kerens ISD","Kerens","175907","4825530"
"3571.1","349","0308","3490308",175,"25530","Kerens ISD","Kerens","175907","4825530"
"323.2","87","0302","870302",44,"22850","Hedley ISD","Hedley","65902","4822850"
"325.1","87","0401","870401",44,"22850","Hedley ISD","Hedley","65902","4822850"
"327.2","87","0101","870101",44,"22850","Hedley ISD","Hedley","65902","4822850"
"328.1","87","0402","870402",44,"22850","Hedley ISD","Hedley","65902","4822850"
"567.1","129","0401","1290401",65,"22850","Hedley ISD","Hedley","65902","4822850"
"568.2","129","0303","1290303",65,"22850","Hedley ISD","Hedley","65902","4822850"
"1451","129","0102","1290102",65,"22850","Hedley ISD","Hedley","65902","4822850"
"1454","129","0301","1290301",65,"22850","Hedley ISD","Hedley","65902","4822850"
"5411.2","191","0101","1910101",96,"22850","Hedley ISD","Hedley","65902","4822850"
"7093.1","191","0201","1910201",96,"22850","Hedley ISD","Hedley","65902","4822850"
"7582","179","0004","1790004",90,"22850","Hedley ISD","Hedley","65902","4822850"
"1445.2","125","0003","1250003",63,"24660","Jayton-Girard ISD","Jayton-Girard","132902","4824660"
"5332.2","151","0010","1510010",76,"24660","Jayton-Girard ISD","Jayton-Girard","132902","4824660"
"5747.2","125","0005","1250005",63,"24660","Jayton-Girard ISD","Jayton-Girard","132902","4824660"
"5748.1","125","0004","1250004",63,"24660","Jayton-Girard ISD","Jayton-Girard","132902","4824660"
"6163.2","263","0302","2630302",132,"24660","Jayton-Girard ISD","Jayton-Girard","132902","4824660"
"6164","263","0101","2630101",132,"24660","Jayton-Girard ISD","Jayton-Girard","132902","4824660"
"6165","263","0201","2630201",132,"24660","Jayton-Girard ISD","Jayton-Girard","132902","4824660"
"6166.1","263","0401","2630401",132,"24660","Jayton-Girard ISD","Jayton-Girard","132902","4824660"
"6167","263","0301","2630301",132,"24660","Jayton-Girard ISD","Jayton-Girard","132902","4824660"
"6425.3","415","0014","4150014",208,"24660","Jayton-Girard ISD","Jayton-Girard","132902","4824660"
"6467.2","433","0004","4330004",217,"24660","Jayton-Girard ISD","Jayton-Girard","132902","4824660"
"7032.2","169","0003","1690003",85,"24660","Jayton-Girard ISD","Jayton-Girard","132902","4824660"
"7034.1","169","0004","1690004",85,"24660","Jayton-Girard ISD","Jayton-Girard","132902","4824660"
"7036.1","169","0006","1690006",85,"24660","Jayton-Girard ISD","Jayton-Girard","132902","4824660"
"8534.2","263","0202","2630202",132,"24660","Jayton-Girard ISD","Jayton-Girard","132902","4824660"
"8568.1","433","0003","4330003",217,"24660","Jayton-Girard ISD","Jayton-Girard","132902","4824660"
"8588.2","269","0004","2690004",135,"24660","Jayton-Girard ISD","Jayton-Girard","132902","4824660"
"1103.1","33","0004","330004",17,"40650","Snyder ISD","Snyder","208902","4840650"
"2203","33","003A","33003A",17,"40650","Snyder ISD","Snyder","208902","4840650"
"2204","33","003B","33003B",17,"40650","Snyder ISD","Snyder","208902","4840650"
"2766","335","0001","3350001",168,"40650","Snyder ISD","Snyder","208902","4840650"
"2770","335","0002","3350002",168,"40650","Snyder ISD","Snyder","208902","4840650"
"4449","415","0006","4150006",208,"40650","Snyder ISD","Snyder","208902","4840650"
"4450.1","415","0005","4150005",208,"40650","Snyder ISD","Snyder","208902","4840650"
"4451.1","415","0007","4150007",208,"40650","Snyder ISD","Snyder","208902","4840650"
"4452.1","415","0015","4150015",208,"40650","Snyder ISD","Snyder","208902","4840650"
"4453","415","0008","4150008",208,"40650","Snyder ISD","Snyder","208902","4840650"
"4454.1","415","0012","4150012",208,"40650","Snyder ISD","Snyder","208902","4840650"
"4455.1","415","0011","4150011",208,"40650","Snyder ISD","Snyder","208902","4840650"
"5332.3","151","0010","1510010",76,"40650","Snyder ISD","Snyder","208902","4840650"
"5334.5","151","0004","1510004",76,"40650","Snyder ISD","Snyder","208902","4840650"
"6163.3","263","0302","2630302",132,"40650","Snyder ISD","Snyder","208902","4840650"
"6423","415","0010","4150010",208,"40650","Snyder ISD","Snyder","208902","4840650"
"6424","415","0009","4150009",208,"40650","Snyder ISD","Snyder","208902","4840650"
"6425.4","415","0014","4150014",208,"40650","Snyder ISD","Snyder","208902","4840650"
"6426.3","415","0013","4150013",208,"40650","Snyder ISD","Snyder","208902","4840650"
"7036.2","169","0006","1690006",85,"40650","Snyder ISD","Snyder","208902","4840650"
"571","137","0004","1370004",69,"40800","Sonora ISD","Sonora","218901","4840800"
"572","137","0001","1370001",69,"40800","Sonora ISD","Sonora","218901","4840800"
"573","137","0003","1370003",69,"40800","Sonora ISD","Sonora","218901","4840800"
"1280.1","105","0002","1050002",53,"40800","Sonora ISD","Sonora","218901","4840800"
"3453","327","0003","3270003",164,"40800","Sonora ISD","Sonora","218901","4840800"
"4445.1","413","0001","4130001",207,"40800","Sonora ISD","Sonora","218901","4840800"
"4448","413","0002","4130002",207,"40800","Sonora ISD","Sonora","218901","4840800"
"5091.1","105","0001","1050001",53,"40800","Sonora ISD","Sonora","218901","4840800"
"6175","267","0001","2670001",134,"40800","Sonora ISD","Sonora","218901","4840800"
"6176","267","0003","2670003",134,"40800","Sonora ISD","Sonora","218901","4840800"
"6831","465","0020","4650020",233,"40800","Sonora ISD","Sonora","218901","4840800"
"6832.1","465","0032","4650032",233,"40800","Sonora ISD","Sonora","218901","4840800"
"7182","435","0301","4350301",218,"40800","Sonora ISD","Sonora","218901","4840800"
"7183.1","435","0101","4350101",218,"40800","Sonora ISD","Sonora","218901","4840800"
"7184","435","0401","4350401",218,"40800","Sonora ISD","Sonora","218901","4840800"
"7185","435","0201","4350201",218,"40800","Sonora ISD","Sonora","218901","4840800"
"1677","229","0002","2290002",115,"40200","Sierra Blanca ISD","Sierra Blanca","115902","4840200"
"1678","229","0004","2290004",115,"40200","Sierra Blanca ISD","Sierra Blanca","115902","4840200"
"2641.1","229","0001","2290001",115,"40200","Sierra Blanca ISD","Sierra Blanca","115902","4840200"
"4826","229","003N","229003N",115,"40200","Sierra Blanca ISD","Sierra Blanca","115902","4840200"
"625","141","0166","1410166",71,"20130","Fort Hancock ISD","Fort Hancock","115901","4820130"
"1677.1","229","0002","2290002",115,"20130","Fort Hancock ISD","Fort Hancock","115901","4820130"
"1678.1","229","0004","2290004",115,"20130","Fort Hancock ISD","Fort Hancock","115901","4820130"
"1958","141","0168","1410168",71,"20130","Fort Hancock ISD","Fort Hancock","115901","4820130"
"1959","141","0169","1410169",71,"20130","Fort Hancock ISD","Fort Hancock","115901","4820130"
"2641.2","229","0001","2290001",115,"20130","Fort Hancock ISD","Fort Hancock","115901","4820130"
"3656","141","0170","1410170",71,"20130","Fort Hancock ISD","Fort Hancock","115901","4820130"
"3674","229","003S","229003S",115,"20130","Fort Hancock ISD","Fort Hancock","115901","4820130"
"4798","141","0167","1410167",71,"20130","Fort Hancock ISD","Fort Hancock","115901","4820130"
"4826.1","229","003N","229003N",115,"20130","Fort Hancock ISD","Fort Hancock","115901","4820130"
"7950","141","0173","1410173",71,"20130","Fort Hancock ISD","Fort Hancock","115901","4820130"
"353.1","109","03-3","10903-3",55,"16650","Dell City ISD","Dell City","115903","4816650"
"1678.2","229","0004","2290004",115,"16650","Dell City ISD","Dell City","115903","4816650"
"4826.2","229","003N","229003N",115,"16650","Dell City ISD","Dell City","115903","4816650"
"353.2","109","03-3","10903-3",55,"15990","Culberson County-Allamore ISD","Culberson County-Allamore","55901","4815990"
"354.2","109","0004","1090004",55,"15990","Culberson County-Allamore ISD","Culberson County-Allamore","55901","4815990"
"1678.3","229","0004","2290004",115,"15990","Culberson County-Allamore ISD","Culberson County-Allamore","55901","4815990"
"2641.3","229","0001","2290001",115,"15990","Culberson County-Allamore ISD","Culberson County-Allamore","55901","4815990"
"2674.2","243","0004","2430004",122,"15990","Culberson County-Allamore ISD","Culberson County-Allamore","55901","4815990"
"2677.2","243","0002","2430002",122,"15990","Culberson County-Allamore ISD","Culberson County-Allamore","55901","4815990"
"3113","109","03-5","10903-5",55,"15990","Culberson County-Allamore ISD","Culberson County-Allamore","55901","4815990"
"3114","109","0001","1090001",55,"15990","Culberson County-Allamore ISD","Culberson County-Allamore","55901","4815990"
"3115","109","0002","1090002",55,"15990","Culberson County-Allamore ISD","Culberson County-Allamore","55901","4815990"
"4365.2","389","0004","3890004",195,"15990","Culberson County-Allamore ISD","Culberson County-Allamore","55901","4815990"
"4370.1","389","0008","3890008",195,"15990","Culberson County-Allamore ISD","Culberson County-Allamore","55901","4815990"
"5480.2","377","0007","3770007",189,"15990","Culberson County-Allamore ISD","Culberson County-Allamore","55901","4815990"
"2837","507","001A","507001A",254,"26250","La Pryor ISD","La Pryor","254902","4826250"
"2838","507","004A","507004A",254,"26250","La Pryor ISD","La Pryor","254902","4826250"
"2839","507","0004","5070004",254,"26250","La Pryor ISD","La Pryor","254902","4826250"
"3763.1","507","0001","5070001",254,"26250","La Pryor ISD","La Pryor","254902","4826250"
"6184","271","0004","2710004",136,"26250","La Pryor ISD","La Pryor","254902","4826250"
"6816","463","0013","4630013",232,"26250","La Pryor ISD","La Pryor","254902","4826250"
"8558","323","004B","323004B",162,"26250","La Pryor ISD","La Pryor","254902","4826250"
"1446","127","0002","1270002",64,"15930","Crystal City ISD","Crystal City","254901","4815930"
"1449","127","0006","1270006",64,"15930","Crystal City ISD","Crystal City","254901","4815930"
"1450.1","127","0003","1270003",64,"15930","Crystal City ISD","Crystal City","254901","4815930"
"2837.1","507","001A","507001A",254,"15930","Crystal City ISD","Crystal City","254901","4815930"
"2838.1","507","004A","507004A",254,"15930","Crystal City ISD","Crystal City","254901","4815930"
"2839.1","507","0004","5070004",254,"15930","Crystal City ISD","Crystal City","254901","4815930"
"2840","507","0002","5070002",254,"15930","Crystal City ISD","Crystal City","254901","4815930"
"2841","507","0003","5070003",254,"15930","Crystal City ISD","Crystal City","254901","4815930"
"3658.1","163","0010","1630010",82,"15930","Crystal City ISD","Crystal City","254901","4815930"
"3763.2","507","0001","5070001",254,"15930","Crystal City ISD","Crystal City","254901","4815930"
"7556.1","163","0008","1630008",82,"15930","Crystal City ISD","Crystal City","254901","4815930"
"8558.1","323","004B","323004B",162,"15930","Crystal City ISD","Crystal City","254901","4815930"
"329.1","93","0002","930002",47,"46770","Zephyr ISD","Zephyr","25906","4846770"
"1149","49","0306","490306",25,"46770","Zephyr ISD","Zephyr","25906","4846770"
"1154","49","0307","490307",25,"46770","Zephyr ISD","Zephyr","25906","4846770"
"2237","49","0105","490105",25,"46770","Zephyr ISD","Zephyr","25906","4846770"
"2238","49","0308","490308",25,"46770","Zephyr ISD","Zephyr","25906","4846770"
"3477","333","0008","3330008",167,"46770","Zephyr ISD","Zephyr","25906","4846770"
"3479","333","0007","3330007",167,"46770","Zephyr ISD","Zephyr","25906","4846770"
"3480","333","0011","3330011",167,"46770","Zephyr ISD","Zephyr","25906","4846770"
"329.2","93","0002","930002",47,"40170","Sidney ISD","Sidney","47905","4840170"
"330.1","93","0001","930001",47,"40170","Sidney ISD","Sidney","47905","4840170"
"331.1","93","0004","930004",47,"40170","Sidney ISD","Sidney","47905","4840170"
"1145.2","49","0212","490212",25,"40170","Sidney ISD","Sidney","47905","4840170"
"1154.1","49","0307","490307",25,"40170","Sidney ISD","Sidney","47905","4840170"
"8730.3","93","0014","930014",47,"40170","Sidney ISD","Sidney","47905","4840170"
"8732.1","93","0016","930016",47,"40170","Sidney ISD","Sidney","47905","4840170"
"8734.2","93","0015","930015",47,"40170","Sidney ISD","Sidney","47905","4840170"
"329.3","93","0002","930002",47,"35820","Priddy ISD","Priddy","167904","4835820"
"335.2","93","0007","930007",47,"35820","Priddy ISD","Priddy","167904","4835820"
"2414.2","193","0009","1930009",97,"35820","Priddy ISD","Priddy","167904","4835820"
"2415.1","193","0014","1930014",97,"35820","Priddy ISD","Priddy","167904","4835820"
"2763.1","333","0003","3330003",167,"35820","Priddy ISD","Priddy","167904","4835820"
"2764.1","333","0006","3330006",167,"35820","Priddy ISD","Priddy","167904","4835820"
"3477.1","333","0008","3330008",167,"35820","Priddy ISD","Priddy","167904","4835820"
"3478","333","0002","3330002",167,"35820","Priddy ISD","Priddy","167904","4835820"
"3479.1","333","0007","3330007",167,"35820","Priddy ISD","Priddy","167904","4835820"
"329.4","93","0002","930002",47,"31920","Mullin ISD","Mullin","167902","4831920"
"2236","49","0113","490113",25,"31920","Mullin ISD","Mullin","167902","4831920"
"2237.1","49","0105","490105",25,"31920","Mullin ISD","Mullin","167902","4831920"
"2238.1","49","0308","490308",25,"31920","Mullin ISD","Mullin","167902","4831920"
"2764.2","333","0006","3330006",167,"31920","Mullin ISD","Mullin","167902","4831920"
"3476","333","0009","3330009",167,"31920","Mullin ISD","Mullin","167902","4831920"
"3477.2","333","0008","3330008",167,"31920","Mullin ISD","Mullin","167902","4831920"
"3479.2","333","0007","3330007",167,"31920","Mullin ISD","Mullin","167902","4831920"
"3480.1","333","0011","3330011",167,"31920","Mullin ISD","Mullin","167902","4831920"
"7767.1","333","0001","3330001",167,"31920","Mullin ISD","Mullin","167902","4831920"
"7768","411","0001","4110001",206,"31920","Mullin ISD","Mullin","167902","4831920"
"7771","411","002A","411002A",206,"31920","Mullin ISD","Mullin","167902","4831920"
"1145.3","49","0212","490212",25,"29520","May ISD","May","25905","4829520"
"1150","49","0202","490202",25,"29520","May ISD","May","25905","4829520"
"1152.1","49","0215","490215",25,"29520","May ISD","May","25905","4829520"
"1153","49","0214","490214",25,"29520","May ISD","May","25905","4829520"
"1154.2","49","0307","490307",25,"29520","May ISD","May","25905","4829520"
"1155","49","0316","490316",25,"29520","May ISD","May","25905","4829520"
"1156","49","0318","490318",25,"29520","May ISD","May","25905","4829520"
"1458.5","133","0007","1330007",67,"29520","May ISD","May","25905","4829520"
"8734.3","93","0015","930015",47,"29520","May ISD","May","25905","4829520"
"329.5","93","0002","930002",47,"21990","Gustine ISD","Gustine","47903","4821990"
"334","93","0006","930006",47,"21990","Gustine ISD","Gustine","47903","4821990"
"335.3","93","0007","930007",47,"21990","Gustine ISD","Gustine","47903","4821990"
"336.3","93","0009","930009",47,"21990","Gustine ISD","Gustine","47903","4821990"
"2413.2","193","0001","1930001",97,"21990","Gustine ISD","Gustine","47903","4821990"
"2415.2","193","0014","1930014",97,"21990","Gustine ISD","Gustine","47903","4821990"
"8733.2","93","0010","930010",47,"21990","Gustine ISD","Gustine","47903","4821990"
"329.6","93","0002","930002",47,"14760","Comanche ISD","Comanche","47901","4814760"
"330.2","93","0001","930001",47,"14760","Comanche ISD","Comanche","47901","4814760"
"331.2","93","0004","930004",47,"14760","Comanche ISD","Comanche","47901","4814760"
"332.1","93","0013","930013",47,"14760","Comanche ISD","Comanche","47901","4814760"
"333.1","93","0005","930005",47,"14760","Comanche ISD","Comanche","47901","4814760"
"334.1","93","0006","930006",47,"14760","Comanche ISD","Comanche","47901","4814760"
"335.4","93","0007","930007",47,"14760","Comanche ISD","Comanche","47901","4814760"
"1154.3","49","0307","490307",25,"14760","Comanche ISD","Comanche","47901","4814760"
"2238.2","49","0308","490308",25,"14760","Comanche ISD","Comanche","47901","4814760"
"2764.3","333","0006","3330006",167,"14760","Comanche ISD","Comanche","47901","4814760"
"3479.3","333","0007","3330007",167,"14760","Comanche ISD","Comanche","47901","4814760"
"5290.1","143","0020","1430020",72,"14760","Comanche ISD","Comanche","47901","4814760"
"8730.4","93","0014","930014",47,"14760","Comanche ISD","Comanche","47901","4814760"
"8731.4","93","0012","930012",47,"14760","Comanche ISD","Comanche","47901","4814760"
"8732.2","93","0016","930016",47,"14760","Comanche ISD","Comanche","47901","4814760"
"8733.3","93","0010","930010",47,"14760","Comanche ISD","Comanche","47901","4814760"
"8734.4","93","0015","930015",47,"14760","Comanche ISD","Comanche","47901","4814760"
"329.7","93","0002","930002",47,"10380","Blanket ISD","Blanket","25904","4810380"
"1145.4","49","0212","490212",25,"10380","Blanket ISD","Blanket","25904","4810380"
"1149.1","49","0306","490306",25,"10380","Blanket ISD","Blanket","25904","4810380"
"1154.4","49","0307","490307",25,"10380","Blanket ISD","Blanket","25904","4810380"
"1155.1","49","0316","490316",25,"10380","Blanket ISD","Blanket","25904","4810380"
"1156.1","49","0318","490318",25,"10380","Blanket ISD","Blanket","25904","4810380"
"2238.3","49","0308","490308",25,"10380","Blanket ISD","Blanket","25904","4810380"
"8734.5","93","0015","930015",47,"10380","Blanket ISD","Blanket","25904","4810380"
"2501","203","0020","2030020",102,"44670","Waskom ISD","Waskom","102903","4844670"
"2504","203","0007","2030007",102,"44670","Waskom ISD","Waskom","102903","4844670"
"4275","365","0009","3650009",183,"44670","Waskom ISD","Waskom","102903","4844670"
"8517","203","0017","2030017",102,"44670","Waskom ISD","Waskom","102903","4844670"
"926","183","0004","1830004",92,"32460","New Diana ISD","New Diana","230906","4832460"
"2510","203","0023","2030023",102,"32460","New Diana ISD","New Diana","230906","4832460"
"2511.2","203","0016","2030016",102,"32460","New Diana ISD","New Diana","230906","4832460"
"3730","459","0004","4590004",230,"32460","New Diana ISD","New Diana","230906","4832460"
"3731","459","0003","4590003",230,"32460","New Diana ISD","New Diana","230906","4832460"
"5775","459","0001","4590001",230,"32460","New Diana ISD","New Diana","230906","4832460"
"7904.1","459","0006","4590006",230,"32460","New Diana ISD","New Diana","230906","4832460"
"8367.1","459","0005","4590005",230,"32460","New Diana ISD","New Diana","230906","4832460"
"8369.2","459","0007","4590007",230,"32460","New Diana ISD","New Diana","230906","4832460"
"2493","203","0010","2030010",102,"29160","Marshall ISD","Marshall","102902","4829160"
"2494","203","0001","2030001",102,"29160","Marshall ISD","Marshall","102902","4829160"
"2495","203","0003","2030003",102,"29160","Marshall ISD","Marshall","102902","4829160"
"2496","203","0022","2030022",102,"29160","Marshall ISD","Marshall","102902","4829160"
"2497","203","0011","2030011",102,"29160","Marshall ISD","Marshall","102902","4829160"
"2498","203","0002","2030002",102,"29160","Marshall ISD","Marshall","102902","4829160"
"2499.1","203","0019","2030019",102,"29160","Marshall ISD","Marshall","102902","4829160"
"2500","203","0008","2030008",102,"29160","Marshall ISD","Marshall","102902","4829160"
"2501.1","203","0020","2030020",102,"29160","Marshall ISD","Marshall","102902","4829160"
"2502","203","0006","2030006",102,"29160","Marshall ISD","Marshall","102902","4829160"
"2503.1","203","0021","2030021",102,"29160","Marshall ISD","Marshall","102902","4829160"
"2504.1","203","0007","2030007",102,"29160","Marshall ISD","Marshall","102902","4829160"
"2507.1","203","0015","2030015",102,"29160","Marshall ISD","Marshall","102902","4829160"
"2508.1","203","0024","2030024",102,"29160","Marshall ISD","Marshall","102902","4829160"
"2883","365","0022","3650022",183,"29160","Marshall ISD","Marshall","102902","4829160"
"2887.2","401","0215","4010215",201,"29160","Marshall ISD","Marshall","102902","4829160"
"3155","203","0004","2030004",102,"29160","Marshall ISD","Marshall","102902","4829160"
"3438.1","315","0007","3150007",158,"29160","Marshall ISD","Marshall","102902","4829160"
"3668","203","0018","2030018",102,"29160","Marshall ISD","Marshall","102902","4829160"
"5932","203","0009","2030009",102,"29160","Marshall ISD","Marshall","102902","4829160"
"5933","203","0026","2030026",102,"29160","Marshall ISD","Marshall","102902","4829160"
"8515.1","203","0014","2030014",102,"29160","Marshall ISD","Marshall","102902","4829160"
"8516.1","203","0005","2030005",102,"29160","Marshall ISD","Marshall","102902","4829160"
"8517.1","203","0017","2030017",102,"29160","Marshall ISD","Marshall","102902","4829160"
"8561.1","365","0005","3650005",183,"29160","Marshall ISD","Marshall","102902","4829160"
"2501.2","203","0020","2030020",102,"25110","Karnack ISD","Karnack","102901","4825110"
"3438.2","315","0007","3150007",158,"25110","Karnack ISD","Karnack","102901","4825110"
"3439.1","315","0006","3150006",158,"25110","Karnack ISD","Karnack","102901","4825110"
"3668.1","203","0018","2030018",102,"25110","Karnack ISD","Karnack","102901","4825110"
"8515.2","203","0014","2030014",102,"25110","Karnack ISD","Karnack","102901","4825110"
"8516.2","203","0005","2030005",102,"25110","Karnack ISD","Karnack","102901","4825110"
"8517.2","203","0017","2030017",102,"25110","Karnack ISD","Karnack","102901","4825110"
"2507.2","203","0015","2030015",102,"22500","Harleton ISD","Harleton","102905","4822500"
"2508.2","203","0024","2030024",102,"22500","Harleton ISD","Harleton","102905","4822500"
"2510.1","203","0023","2030023",102,"22500","Harleton ISD","Harleton","102905","4822500"
"2511.3","203","0016","2030016",102,"22500","Harleton ISD","Harleton","102905","4822500"
"2746.2","315","0010","3150010",158,"22500","Harleton ISD","Harleton","102905","4822500"
"3438.3","315","0007","3150007",158,"22500","Harleton ISD","Harleton","102905","4822500"
"5932.1","203","0009","2030009",102,"22500","Harleton ISD","Harleton","102905","4822500"
"6302.1","315","0009","3150009",158,"22500","Harleton ISD","Harleton","102905","4822500"
"7904.2","459","0006","4590006",230,"22500","Harleton ISD","Harleton","102905","4822500"
"8369.3","459","0007","4590007",230,"22500","Harleton ISD","Harleton","102905","4822500"
"8515.3","203","0014","2030014",102,"22500","Harleton ISD","Harleton","102905","4822500"
"926.1","183","0004","1830004",92,"22170","Hallsville ISD","Hallsville","102904","4822170"
"2400","183","0003","1830003",92,"22170","Hallsville ISD","Hallsville","102904","4822170"
"2499.2","203","0019","2030019",102,"22170","Hallsville ISD","Hallsville","102904","4822170"
"2505","203","0012","2030012",102,"22170","Hallsville ISD","Hallsville","102904","4822170"
"2506","203","0013","2030013",102,"22170","Hallsville ISD","Hallsville","102904","4822170"
"2507.3","203","0015","2030015",102,"22170","Hallsville ISD","Hallsville","102904","4822170"
"2508.3","203","0024","2030024",102,"22170","Hallsville ISD","Hallsville","102904","4822170"
"2509","203","0025","2030025",102,"22170","Hallsville ISD","Hallsville","102904","4822170"
"2510.2","203","0023","2030023",102,"22170","Hallsville ISD","Hallsville","102904","4822170"
"2887.3","401","0215","4010215",201,"22170","Hallsville ISD","Hallsville","102904","4822170"
"3730.1","459","0004","4590004",230,"22170","Hallsville ISD","Hallsville","102904","4822170"
"5932.2","203","0009","2030009",102,"22170","Hallsville ISD","Hallsville","102904","4822170"
"7056.2","183","0018","1830018",92,"22170","Hallsville ISD","Hallsville","102904","4822170"
"7057","183","0019","1830019",92,"22170","Hallsville ISD","Hallsville","102904","4822170"
"7063","183","0021","1830021",92,"22170","Hallsville ISD","Hallsville","102904","4822170"
"2497.1","203","0011","2030011",102,"18480","Elysian Fields ISD","Elysian Fields","102906","4818480"
"2501.3","203","0020","2030020",102,"18480","Elysian Fields ISD","Elysian Fields","102906","4818480"
"2502.1","203","0006","2030006",102,"18480","Elysian Fields ISD","Elysian Fields","102906","4818480"
"2503.2","203","0021","2030021",102,"18480","Elysian Fields ISD","Elysian Fields","102906","4818480"
"2504.2","203","0007","2030007",102,"18480","Elysian Fields ISD","Elysian Fields","102906","4818480"
"2883.1","365","0022","3650022",183,"18480","Elysian Fields ISD","Elysian Fields","102906","4818480"
"4272","365","0010","3650010",183,"18480","Elysian Fields ISD","Elysian Fields","102906","4818480"
"4273","365","0007","3650007",183,"18480","Elysian Fields ISD","Elysian Fields","102906","4818480"
"4274","365","0008","3650008",183,"18480","Elysian Fields ISD","Elysian Fields","102906","4818480"
"4275.1","365","0009","3650009",183,"18480","Elysian Fields ISD","Elysian Fields","102906","4818480"
"2635","227","0207","2270207",114,"45210","Westbrook ISD","Westbrook","168903","4845210"
"2766.1","335","0001","3350001",168,"45210","Westbrook ISD","Westbrook","168903","4845210"
"2768.1","335","0003","3350003",168,"45210","Westbrook ISD","Westbrook","168903","4845210"
"2769","335","0025","3350025",168,"45210","Westbrook ISD","Westbrook","168903","4845210"
"2770.1","335","0002","3350002",168,"45210","Westbrook ISD","Westbrook","168903","4845210"
"2766.2","335","0001","3350001",168,"28170","Loraine ISD","Loraine","168902","4828170"
"2767","335","0046","3350046",168,"28170","Loraine ISD","Loraine","168902","4828170"
"2768.2","335","0003","3350003",168,"28170","Loraine ISD","Loraine","168902","4828170"
"3602.3","353","0008","3530008",177,"28170","Loraine ISD","Loraine","168902","4828170"
"4455.2","415","0011","4150011",208,"28170","Loraine ISD","Loraine","168902","4828170"
"6315.2","335","0004","3350004",168,"28170","Loraine ISD","Loraine","168902","4828170"
"6353.3","353","0006","3530006",177,"28170","Loraine ISD","Loraine","168902","4828170"
"6426.4","415","0013","4150013",208,"28170","Loraine ISD","Loraine","168902","4828170"
"2204.1","33","003B","33003B",17,"24300","Ira ISD","Ira","208903","4824300"
"2635.1","227","0207","2270207",114,"24300","Ira ISD","Ira","208903","4824300"
"2638","227","0408","2270408",114,"24300","Ira ISD","Ira","208903","4824300"
"2766.3","335","0001","3350001",168,"24300","Ira ISD","Ira","208903","4824300"
"2770.2","335","0002","3350002",168,"24300","Ira ISD","Ira","208903","4824300"
"4455.3","415","0011","4150011",208,"24300","Ira ISD","Ira","208903","4824300"
"6423.1","415","0010","4150010",208,"24300","Ira ISD","Ira","208903","4824300"
"6424.1","415","0009","4150009",208,"24300","Ira ISD","Ira","208903","4824300"
"2766.4","335","0001","3350001",168,"14640","Colorado ISD","Colorado","168901","4814640"
"2767.1","335","0046","3350046",168,"14640","Colorado ISD","Colorado","168901","4814640"
"2768.3","335","0003","3350003",168,"14640","Colorado ISD","Colorado","168901","4814640"
"2769.1","335","0025","3350025",168,"14640","Colorado ISD","Colorado","168901","4814640"
"2770.3","335","0002","3350002",168,"14640","Colorado ISD","Colorado","168901","4814640"
"3091.3","81","0001","810001",41,"14640","Colorado ISD","Colorado","168901","4814640"
"3602.4","353","0008","3530008",177,"14640","Colorado ISD","Colorado","168901","4814640"
"4455.4","415","0011","4150011",208,"14640","Colorado ISD","Colorado","168901","4814640"
"4490","431","0004","4310004",216,"14640","Colorado ISD","Colorado","168901","4814640"
"4491.2","431","0003","4310003",216,"14640","Colorado ISD","Colorado","168901","4814640"
"6315.3","335","0004","3350004",168,"14640","Colorado ISD","Colorado","168901","4814640"
"6424.2","415","0009","4150009",208,"14640","Colorado ISD","Colorado","168901","4814640"
"6426.5","415","0013","4150013",208,"14640","Colorado ISD","Colorado","168901","4814640"
"794","135","0402","1350402",68,"30570","Midland ISD","Midland","165901","4830570"
"799.1","173","0001","1730001",87,"30570","Midland ISD","Midland","165901","4830570"
"818","329","0409","3290409",165,"30570","Midland ISD","Midland","165901","4830570"
"819.1","383","0004","3830004",192,"30570","Midland ISD","Midland","165901","4830570"
"2752","329","0104","3290104",165,"30570","Midland ISD","Midland","165901","4830570"
"2753","329","0202","3290202",165,"30570","Midland ISD","Midland","165901","4830570"
"2754","329","0201","3290201",165,"30570","Midland ISD","Midland","165901","4830570"
"2755","329","0203","3290203",165,"30570","Midland ISD","Midland","165901","4830570"
"2756","329","0306","3290306",165,"30570","Midland ISD","Midland","165901","4830570"
"2757","329","0310","3290310",165,"30570","Midland ISD","Midland","165901","4830570"
"2758","329","0206","3290206",165,"30570","Midland ISD","Midland","165901","4830570"
"2759","329","0308","3290308",165,"30570","Midland ISD","Midland","165901","4830570"
"2858.1","329","0101","3290101",165,"30570","Midland ISD","Midland","165901","4830570"
"2859","329","0406","3290406",165,"30570","Midland ISD","Midland","165901","4830570"
"2860","329","0401","3290401",165,"30570","Midland ISD","Midland","165901","4830570"
"2861","329","0102","3290102",165,"30570","Midland ISD","Midland","165901","4830570"
"2862","329","0106","3290106",165,"30570","Midland ISD","Midland","165901","4830570"
