DISTRICT_N,REGION,NEW
168902,14,14
208903,14,14
208903,14,14
168901,14,14
168901,14,14
215901,14,14
215901,14,14
217901,14,14
217901,14,14
177905,14,14
177905,14,14
30902,14,14
30902,14,14
127904,14,14
127904,14,14
221901,14,14
221901,14,14
221911,14,14
221911,14,14
30903,14,14
30903,14,14
30906,14,14
30906,14,14
127905,14,14
127905,14,14
209902,14,14
209902,14,14
209901,14,14
209901,14,14
221912,14,14
221912,14,14
39904,9,9
39904,9,9
169906,9,9
169906,9,9
169909,9,9
169909,9,9
169902,9,9
169902,9,9
169908,9,9
169908,9,9
169911,9,9
169911,9,9
138902,9,9
138902,9,9
252902,9,9
252902,9,9
252901,9,9
252901,9,9
244903,9,9
244903,9,9
78901,9,9
78901,9,9
119903,9,9
119903,9,9
119903,9,9
39905,9,9
39905,9,9
119901,9,9
119901,9,9
169901,9,9
169901,9,9
243902,9,9
243902,9,9
99902,9,9
99902,9,9
99903,9,9
99903,9,9
224902,9,9
224902,9,9
224901,9,9
224901,9,9
138903,9,9
138903,9,9
12901,9,9
12901,9,9
5904,9,9
5904,9,9
252903,9,9
252903,9,9
119902,9,9
119902,9,9
244905,9,9
244905,9,9
244901,9,9
244901,9,9
138904,9,9
138904,9,9
243905,9,9
243905,9,9
39902,9,9
39902,9,9
39903,9,9
39903,9,9
243906,9,9
243906,9,9
243901,9,9
243901,9,9
243903,9,9
243903,9,9
5902,9,9
5902,9,9
5901,9,9
5901,9,9
169910,9,9
169910,9,9
235904,3,3
235904,3,3
235902,3,3
235902,3,3
120905,3,3
120905,3,3
235901,3,3
235901,3,3
158906,3,3
158906,3,3
158902,3,3
158902,3,3
158904,3,3
158904,3,3
158901,3,3
158901,3,3
158905,3,3
158905,3,3
241904,3,3
241904,3,3
241906,3,3
241906,3,3
241903,3,3
241903,3,3
241903,3,3
143905,3,3
143905,3,3
143906,3,3
143906,3,3
143903,3,3
143903,3,3
143902,3,3
143902,3,3
143902,3,3
120902,3,3
120902,3,3
120901,3,3
120901,3,3
128903,3,3
128903,3,3
128903,3,3
128902,3,3
128902,3,3
128902,3,3
196902,3,3
196902,3,3
196901,3,3
196901,3,3
45905,3,3
45905,3,3
45905,3,3
143901,3,3
143901,3,3
143901,3,3
62906,3,3
62906,3,3
62904,3,3
62904,3,3
62904,3,3
62903,3,3
62903,3,3
62905,3,3
62905,3,3
62902,3,3
62902,3,3
62902,3,3
62901,3,3
62901,3,3
128901,3,3
128901,3,3
128901,3,3
45902,3,3
45902,3,3
45902,3,3
196903,3,3
196903,3,3
88902,3,3
88902,3,3
88902,3,3
128904,3,3
128904,3,3
128904,3,3
29901,3,3
29901,3,3
143904,3,3
143904,3,3
45903,3,3
45903,3,3
45903,3,3
241901,3,3
241901,3,3
241902,3,3
241902,3,3
241902,3,3
146907,4,4
146907,4,4
146907,4,4
84906,4,35
84906,4,35
20906,4,35
20906,4,35
20905,4,35
20905,4,35
36903,4,4
36903,4,4
36903,4,4
237902,4,21
237902,4,21
237902,4,21
101910,4,4
101910,4,4
101910,4,4
101917,4,4
101917,4,4
101917,4,4
101902,4,4
101902,4,4
101902,4,4
101919,4,4
101919,4,4
101919,4,4
101925,4,4
101925,4,4
101925,4,4
146901,4,4
146901,4,4
146901,4,4
101913,4,4
101913,4,4
101913,4,4
101921,4,21
101921,4,21
101921,4,21
101915,4,4
101915,4,4
101915,4,4
20910,4,25
20910,4,25
20907,4,35
20907,4,35
237904,4,21
237904,4,21
237904,4,21
101920,4,21
101920,4,21
101920,4,21
101907,4,21
101907,4,21
101907,4,21
79910,4,25
79910,4,25
101903,4,21
101903,4,21
79901,4,25
79901,4,25
79901,4,25
237905,4,21
237905,4,21
237905,4,21
101914,4,21
101914,4,21
101914,4,21
79906,4,25
79906,4,25
20901,4,35
20901,4,35
20908,4,35
20908,4,35
20908,4,35
20904,4,35
20904,4,35
20902,4,35
20902,4,35
101912,4,26
101912,4,26
101912,4,26
84909,4,35
84909,4,35
84908,4,35
84908,4,35
84911,4,35
84911,4,35
79907,4,25
79907,4,25
146905,4,4
146905,4,4
146906,4,4
146906,4,4
146904,4,4
146904,4,4
146904,4,4
146903,4,4
146903,4,4
146903,4,4
84902,4,35
84902,4,35
84902,4,35
101924,4,4
101924,4,4
101924,4,4
101908,4,4
101908,4,4
101908,4,4
101905,4,4
101905,4,4
101905,4,4
36902,4,4
36902,4,4
36902,4,4
146902,4,4
146902,4,4
146902,4,4
84901,4,35
84901,4,35
84901,4,35
84910,4,35
84910,4,35
84910,4,35
101906,4,4
101906,4,4
101906,4,4
101916,4,4
101916,4,4
101911,4,4
101911,4,4
36901,4,4
36901,4,4
36901,4,4
89903,13,32
89903,13,32
89903,13,32
75903,13,30
75903,13,30
75903,13,30
75902,13,30
75902,13,30
75902,13,30
75901,13,30
75901,13,30
75901,13,30
75906,13,30
75906,13,30
75906,13,30
166905,13,13
166905,13,13
166905,13,13
246907,13,13
246907,13,13
246907,13,13
246905,13,13
246905,13,13
246905,13,13
246902,13,13
246902,13,13
246902,13,13
89905,13,32
89905,13,32
89905,13,32
89901,13,32
89901,13,32
89901,13,32
28906,13,32
28906,13,32
28906,13,32
28903,13,32
28903,13,32
28903,13,32
11904,13,30
11904,13,30
11904,13,30
144903,13,30
144903,13,30
144903,13,30
75908,13,30
75908,13,30
75908,13,30
144901,13,30
144901,13,30
144901,13,30
150901,13,24
150901,13,24
150901,13,24
246908,13,13
246908,13,13
246908,13,13
27903,13,13
27903,13,13
27903,13,13
246904,13,13
246904,13,13
246904,13,13
28902,13,32
28902,13,32
28902,13,32
105906,13,32
105906,13,32
105906,13,32
246912,13,13
246912,13,13
246912,13,13
144902,13,30
144902,13,30
144902,13,30
11905,13,30
11905,13,30
11905,13,30
11901,13,30
11901,13,30
11901,13,30
227910,13,30
227910,13,30
227910,13,30
227904,13,13
227904,13,13
227904,13,13
227907,13,13
227907,13,13
227907,13,13
246914,13,13
246914,13,13
246914,13,13
246911,13,13
246911,13,13
246911,13,13
11902,13,30
11902,13,30
11902,13,30
246909,13,13
246909,13,13
246909,13,13
246906,13,13
246906,13,13
246906,13,13
227913,13,13
227913,13,13
227913,13,13
227909,13,13
227909,13,13
227909,13,13
227901,13,32
227901,13,32
227901,13,32
105904,13,24
105904,13,24
105904,13,24
27904,13,13
27904,13,13
27904,13,13
246913,13,13
246913,13,13
246913,13,13
227912,13,13
227912,13,13
227912,13,13
16901,13,24
16901,13,24
16901,13,24
86024,13,24
86024,13,24
86024,13,24
86902,13,24
86902,13,24
86902,13,24
86901,13,24
86901,13,24
86901,13,24
130902,13,24
130902,13,24
130902,13,24
94903,13,32
94903,13,32
94903,13,32
16902,13,24
16902,13,24
16902,13,24
94902,13,32
94902,13,32
94902,13,32
105905,13,24
105905,13,24
105905,13,24
105902,13,32
105902,13,32
105902,13,32
46901,13,32
46901,13,32
46901,13,32
94901,13,32
94901,13,32
94901,13,32
94904,13,32
94904,13,32
94904,13,32
46902,13,32
46902,13,32
46902,13,32
115902,19,19
115902,19,19
115902,19,19
115901,19,19
115901,19,19
115901,19,19
115903,19,19
115903,19,19
115903,19,19
71908,19,19
71908,19,19
71908,19,19
71903,19,19
71903,19,19
71903,19,19
71904,19,19
71904,19,19
71904,19,19
71901,19,19
71901,19,19
71901,19,19
71906,19,19
71906,19,19
71902,19,19
71902,19,19
71907,19,19
71907,19,19
71905,19,19
71905,19,19
71905,19,19
71909,19,19
71909,19,19
71909,19,19
214903,1,1
214903,1,1
214903,1,1
253901,1,1
253901,1,1
253901,1,1
240901,1,1
240901,1,1
240901,1,1
124901,1,1
124901,1,1
124901,1,1
240904,1,1
240904,1,1
240904,1,1
240903,1,1
240903,1,1
240903,1,1
214902,1,1
214902,1,1
214902,1,1
108912,1,1
108912,1,1
108912,1,1
214901,1,1
214901,1,1
214901,1,1
108908,1,1
108908,1,1
108908,1,1
108906,1,1
108906,1,1
108906,1,1
108916,1,1
108916,1,1
108916,1,1
108911,1,1
108911,1,1
108911,1,1
108909,1,1
108909,1,1
108909,1,1
108905,1,1
108905,1,1
108905,1,1
108904,1,1
108904,1,1
108904,1,1
108903,1,1
108903,1,1
108903,1,1
108910,1,1
108910,1,1
108910,1,1
108913,1,1
108913,1,1
108913,1,1
108902,1,1
108902,1,1
108902,1,1
108915,1,1
108915,1,1
108915,1,1
245904,1,1
245904,1,1
245903,1,1
245903,1,1
245903,1,1
245901,1,1
245901,1,1
245901,1,1
108914,1,1
108914,1,1
108914,1,1
108907,1,1
108907,1,1
108907,1,1
31914,1,1
31914,1,1
31914,1,1
31905,1,1
31905,1,1
31905,1,1
31913,1,1
31913,1,1
31913,1,1
31911,1,1
31911,1,1
245902,1,1
245902,1,1
245902,1,1
31903,1,1
31903,1,1
31901,1,1
31901,1,1
31912,1,1
31912,1,1
31909,1,1
31909,1,1
31906,1,1
31906,1,1
