,CNTY,COLOR_left,PREC,PCTKEY,cntykey,Shape_area_left,Shape_len_left,index_right,SDLEA10,NAME,NAME2,DISTRICT_N,DISTRICT,DISTRICT_C,NCES_DISTR,COLOR_right,Shape_area_right,Shape_len_right,percentInSchool
6504,439,3,2310,4392310,220,1817709.99675,8080.76058073,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.004959697536478006
6510,439,2,4218,4394218,220,2191875.37284,6865.2119935,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.0
6511,439,3,4253,4394253,220,633494.100766,6567.44982456,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.11688506878807137
6512,439,6,1257,4391257,220,1630640.95314,6410.84563513,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.3008342375506286
6513,439,3,1004,4391004,220,1662849.06847,5512.51861686,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.30680984640155246
6514,439,5,1238,4391238,220,2480069.0037,8668.95853482,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.45759389984295895
6515,439,2,1277,4391277,220,2063758.20985,6096.01313212,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.38078100495194145
6516,439,5,2609,4392609,220,8176.88588342,473.342777656,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.0015087052393844584
6517,439,6,1153,4391153,220,2024202.68889,6094.20907918,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.20480007066139685
6521,439,6,1154,4391154,220,4428582.98059,11852.7141124,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.8171113601439194
6522,439,5,1555,4391555,220,451444.101282,3181.78279244,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.0619829465858348
6523,439,3,1597,4391597,220,598555.13666,3825.81608693,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.11043853168850859
6524,439,5,1237,4391237,220,878779.655661,4898.43770953,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.1621423473040499
6525,439,7,1170,4391170,220,3401883.59809,10180.6406374,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.6276765606677176
6529,439,7,4373,4394373,220,12410459.0918,22477.3701648,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,1.9317940669186386
6530,439,3,4053,4394053,220,16902474.4574,18450.2284035,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.638687952573851
6531,439,6,1337,4391337,220,4300351.07561,11706.5182027,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.7934514791501096
6532,439,5,4136,4394136,220,3560781.75478,10490.6557189,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.6569946268544127
6533,439,6,1011,4391011,220,1619469.8593,5874.96884752,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.29880601204718926
6534,439,3,1088,4391088,220,1603634.50713,5754.26161242,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.2958842544084442
6535,439,1,1415,4391415,220,2843064.90648,11190.4985547,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.5245697422616002
6536,439,4,1098,4391098,220,1936528.05939,6584.16559226,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.3573059562164932
6539,439,2,1420,4391420,220,883294.672529,5615.13733942,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.0
6540,439,4,1197,4391197,220,9060808.82824,11955.1579881,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.5288636486041788
6547,439,3,4242,4394242,220,11889033.9565,21712.4416905,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,2.0850560240856275
6548,439,5,1012,4391012,220,2459560.81996,7079.86038164,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.45380996489575953
6549,439,2,1104,4391104,220,4552736.0768,10397.9268611,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.8400186661060361
6550,439,7,1013,4391013,220,3264274.25314,9741.30774817,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.6022864619588475
6551,439,3,1189,4391189,220,3207421.01109,8284.19121096,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.30630915590171554
6552,439,3,1207,4391207,220,2822107.43116,10134.8906561,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.2870647218321946
6553,439,5,1186,4391186,220,12621433.6148,21336.0386072,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.0
6554,439,6,2220,4392220,220,6197065.30349,13719.3312051,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.5908152991952341
6556,439,5,4102,4394102,220,1993663.27565,8528.97818489,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.18976730548324294
6560,439,2,1014,4391014,220,808484.029801,4902.38606428,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.14917220432395858
6561,439,5,1095,4391095,220,1356815.39073,5826.92667532,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.25034402070413664
6562,439,7,4630,4394630,220,641017.971495,3657.51513973,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.11827328715767293
6563,439,1,1437,4391437,220,1516634.18249,6885.25036318,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.2798319519191696
6564,439,1,1085,4391085,220,3070198.67096,9867.34473799,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.5664778605111277
6565,439,1,1292,4391292,220,1353925.30852,5783.42232471,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.24653369499167227
6566,439,6,1459,4391459,220,948296.823333,4346.02388744,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.0
6567,439,1,1255,4391255,220,2288970.30679,8018.45215432,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.004650882950058294
6568,439,4,4572,4394572,220,75613.6647006,1803.1616216,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.013951366538425538
6569,439,5,2419,4392419,220,6545.87650043,679.769575115,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.0012077700868023155
6575,439,1,4344,4394344,220,1267065.31331,7906.9307734,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.2337843653579944
6576,439,7,4285,4394285,220,3674586.21973,8863.36547845,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.08486950132757398
6577,439,4,4195,4394195,220,1241908.51777,4697.59379983,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.22914272185471082
6578,439,4,4162,4394162,220,1765811.61538,10479.27831,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.3257038336581852
6579,439,3,1339,4391339,220,4234220.14359,13442.6908941,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.7812497572507218
6580,439,4,1021,4391021,220,5000423.5122,13296.4892359,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.9226208191783886
6581,439,2,1423,4391423,220,4577166.40212,13143.803021,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.4531658376272685
6582,439,2,1206,4391206,220,3386625.49458,9123.55888426,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.6248613103355264
6583,439,5,1264,4391264,220,1697730.3104,5654.46475324,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.3107371756171084
6584,439,2,1022,4391022,220,1166615.72476,5834.68366842,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.21525055888053443
6585,439,7,4070,4394070,220,1934121.26266,6387.8292646,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.1650331884832077
6586,439,7,1440,4391440,220,1759254.87942,6157.48825779,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.05237171018588006
6587,439,4,1378,4391378,220,5907728.57439,9890.90783128,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,1.53841940695186e-05
6588,439,4,1146,4391146,220,3305722.99081,8154.29240758,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.6099341078450319
6589,439,7,4230,4394230,220,2580021.34971,9094.3973065,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.47603596082535227
6596,439,4,4115,4394115,220,1902244.7937,7535.49356265,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.3509804010711527
6597,439,1,1105,4391105,220,1290841.15918,4879.37715929,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.2381712118593588
6603,439,2,4343,4394343,220,5115981.31217,12884.0106704,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.9130039904578595
6604,439,4,1071,4391071,220,4223794.3794,8816.00493036,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.00044449561794657005
6605,439,6,1377,4391377,220,3782988.60328,7963.9168867,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.0007014028778697262
6606,439,6,1351,4391351,220,730851.180359,3720.69728424,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.13484828096564724
6607,439,7,1481,4391481,220,821956.103363,3791.88524676,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.15165791688745833
6608,439,7,2228,4392228,220,2910424.14796,8430.21360264,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.0
6611,439,4,4400,4394400,220,673378.904881,4313.10390501,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,1.2934412055312e-10
6612,439,3,4250,4394250,220,9859674.4418,16422.5503518,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.311230473829187
6613,439,2,1295,4391295,220,1775376.75962,8676.63512272,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.0
6614,439,3,1025,4391025,220,2821734.0843,10828.8272737,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.0
6615,439,2,1059,4391059,220,1630096.94824,6240.55032049,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.30076680066282835
6616,439,1,4051,4394051,220,1621655.03497,9675.15427957,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.2992091956082437
6622,439,2,4456,4394456,220,1033302.18952,4640.68284912,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.19065307373049958
6624,439,5,1061,4391061,220,2406785.28701,8071.23892573,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.4440724285994525
6625,439,5,1479,4391479,220,307771.134093,2618.82242598,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.05678640122447645
6626,439,7,1074,4391074,220,1149828.64363,4503.92354061,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.21215319912626945
6628,439,1,4201,4394201,220,1636330.49262,5219.64675827,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.3019169428077231
6632,439,5,1490,4391490,220,1341065.26708,6736.22407186,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.2474379884564617
6634,439,4,1108,4391108,220,1158049.86006,6721.06670693,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.2136700837299656
6635,439,5,1078,4391078,220,1441061.4862,6457.16371325,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.265888144402126
6636,439,6,1080,4391080,220,2222399.85742,8729.81440878,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.41005174301558994
6637,439,1,1605,4391605,220,86019.3678823,1362.59520844,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.015871307593628346
6638,439,6,1607,4391607,220,109564.19228,2082.09825431,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.02021552866216977
6651,439,6,4006,4394006,220,1088928.82682,6113.17206561,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.20091666311325046
7191,439,4,1082,4391082,220,1211185.48532,4666.36512072,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.223474060130938
7192,439,5,1109,4391109,220,1238157.42426,4711.81301583,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.2284506130846277
7193,439,3,4101,4394101,220,1417039.83436,5206.57906104,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.26145594460111277
7194,439,7,1083,4391083,220,2355002.72099,7211.11058088,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.4345181031785539
7204,439,4,1106,4391106,220,1359162.52619,5352.09211519,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.2507770872301526
7205,439,6,4503,4394503,220,1005758.72782,4422.76950727,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.18557106994890576
7206,439,6,1473,4391473,220,234620.58664,2605.03634949,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.043289500841891586
7207,439,7,1111,4391111,220,75210309.8157,72071.0459847,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,9.436027624737859
7225,439,7,4370,4394370,220,13660.7471749,645.481083029,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.002520524455118805
7226,439,6,1472,4391472,220,2033668.08263,6894.69816806,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.3752291196447037
7227,439,3,1126,4391126,220,1651001.63248,6774.92302046,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.30462389333675943
7232,439,6,4050,4394050,220,8083579.7062,12833.0514025,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.8720317262453583
7240,439,3,4093,4394093,220,6632909.26702,11402.2122629,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.8171549643322685
7241,439,5,1278,4391278,220,1875273.10775,10770.1264413,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.3460038947981209
7245,439,6,4179,4394179,220,3580338.78814,8028.34846428,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.5876730659906122
7246,439,2,4203,4394203,220,2277664.19032,6035.46302933,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.41186383117145536
7250,439,2,4458,4394458,220,42345.4292463,848.341799344,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.007813093135905266
7251,439,3,4495,4394495,220,653609.041058,5370.8703887,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.12059644696351948
7252,439,3,2464,4392464,220,480490.90463,4312.62613987,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.0005194563794422919
7261,439,5,4375,4394375,220,8736731.9919,20095.8834215,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.020238597070460808
7263,439,5,4048,4394048,220,1579133.12362,7429.68031737,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.29136354001885156
7264,439,4,4092,4394092,220,994064.473945,4500.89402916,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.1834133802924197
7265,439,5,1005,4391005,220,778113.999539,3548.23307064,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.14356867451689007
7266,439,4,1010,4391010,220,2120896.9935,7077.14708941,948,19700,Fort Worth ISD,Fort Worth,220905,220-905,220905,4819700,1,541980346.45,252583.662293,0.3913235982438553
