,CNTY,COLOR_left,PREC,PCTKEY,cntykey,Shape_area_left,Shape_len_left,index_right,SDLEA10,NAME,NAME2,DISTRICT_N,DISTRICT,DISTRICT_C,NCES_DISTR,COLOR_right,Shape_area_right,Shape_len_right,percentInSchool
2364,157,7,2056,1572056,79,584903.362084,4456.6382221,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.13351910529314648
2365,157,7,2115,1572115,79,1446077.84568,6120.81190211,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.3301041379739308
2366,157,2,2089,1572089,79,779207.06373,4638.17700201,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.17787387922858044
2367,157,4,2036,1572036,79,828311.807196,4470.45338183,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.18908328891472734
2369,157,7,2138,1572138,79,494405.225589,3362.24621592,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.0
2458,201,6,0722,2010722,101,4887100.26859,11305.946831,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.0
2901,39,5,0063,390063,20,4055153.21266,8398.7671299,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.0
3165,157,5,2043,1572043,79,1642425.94044,6727.64305572,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.3749255967633717
3166,157,2,2101,1572101,79,3147694.18571,8106.33757326,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.7185414525817472
3179,201,6,0649,2010649,101,2632729.20032,8075.14419503,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.0
3229,201,6,0337,2010337,101,3582122.62877,8724.56550459,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.0
3959,39,6,0068,390068,20,16245372.9147,16712.8760568,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.0
4068,201,4,0506,2010506,101,3796399.55943,9795.40890695,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.0
4803,157,5,1103,1571103,79,26958858.7018,32853.375854,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.0
4804,157,3,1058,1571058,79,22951359.9047,31356.6809649,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,5.225848607207161
5338,157,7,3053,1573053,79,4748592.85759,9881.52825615,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,1.0839873915035758
5339,157,1,2022,1572022,79,2425852.02901,7385.63555986,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.5389434348139784
5340,157,6,3069,1573069,79,406163.287596,2780.82240925,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.0030772780221126504
5341,157,4,4082,1574082,79,8859159.31731,19329.8401061,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,1.4664839946220023
5342,157,4,4107,1574107,79,4375105.10597,12280.3481757,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.9973299928479862
5343,157,6,4140,1574140,79,3073563.24568,7837.55387594,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.7016191754531516
5344,157,7,4121,1574121,79,821256.003699,4039.97207821,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.18747262186990774
5346,157,1,4029,1574029,79,2310103.81625,6273.03112228,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.5273400952618236
5347,157,3,4020,1574020,79,1929484.55193,7084.73988049,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.4404540437792444
5348,157,7,4105,1574105,79,4976685.11212,10877.3790128,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,1.1360552641181672
5349,157,2,4035,1574035,79,1192838.14192,5088.99793575,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.2722957189061066
5350,157,1,3098,1573098,79,2986447.63389,9606.32307351,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.6817328159315881
5351,157,4,4086,1574086,79,1913288.99671,7019.1493644,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.4367569953734581
5352,157,6,3032,1573032,79,2563461.95787,9306.91189782,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.5851755507917449
5353,157,1,3104,1573104,79,6300549.13062,11562.3395612,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,1.4284341532828422
5354,157,3,2066,1572066,79,2474714.88767,8654.84056497,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.5649167692934499
5355,157,2,3113,1573113,79,10255175.73,16747.8576939,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,2.341005329868694
5358,157,4,2106,1572106,79,6651874.62153,10624.2001494,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,1.5077860844142392
5359,157,6,3083,1573083,79,5689340.94716,11036.8064552,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.04860024615141003
5360,157,5,4126,1574126,79,9643899.65277,15074.3220892,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,2.201465979928905
5361,157,5,4111,1574111,79,991803.817456,5021.81009305,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.226404508705675
5364,157,3,4124,1574124,79,13204947.8317,20524.8103899,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,3.0143660204715386
5365,157,7,2034,1572034,79,6896868.30012,13985.4359682,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,1.574386034430172
5367,157,2,4125,1574125,79,11304205.9323,14396.1493658,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,2.5804732199774505
5368,157,7,4026,1574026,79,2590145.16901,6832.7145655,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.5912666740599417
5369,157,4,4045,1574045,79,1129658.11283,5933.86110637,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.2578732664056668
5372,157,6,1128,1571128,79,5494194.34687,13074.6687999,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.0
5373,157,4,4135,1574135,79,15244059.1797,20179.4232317,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,3.4798396828278726
5374,157,6,1021,1571021,79,136160608.321,80134.0326291,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.0
5379,157,4,1072,1571072,79,4970509.07593,15598.2373995,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.07099245162537185
5381,157,4,2108,1572108,79,12686774.6535,19339.5999917,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,2.8960797810301564
5384,157,6,3005,1573005,79,41623457.1195,38380.8671421,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.004511300076293809
5385,157,7,2052,1572052,79,1992278.66106,6662.59458231,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.4547884002079445
5386,157,7,4062,1574062,79,3900320.27384,11281.6656433,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.8903475464132109
5387,157,4,2033,1572033,79,1110587.95561,5107.59348584,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.25352001680059255
5388,157,1,2136,1572136,79,2011400.14159,7620.58839548,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.45915336566767184
5389,157,1,2050,1572050,79,1613923.53824,5352.55999532,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.36841919675426693
5390,157,3,2059,1572059,79,2245892.27388,6764.6029156,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.5126821735556443
5391,157,5,2051,1572051,79,2786587.81245,11304.509601,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.6361097159943792
5392,157,7,2075,1572075,79,1490925.80365,5360.53469283,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.3352225923978551
5393,157,7,2081,1572081,79,5593721.55341,13231.297754,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,1.2754115527793306
5651,157,6,2016,1572016,79,3101537.61153,6970.33070867,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.7080050377037289
7007,157,7,3004,1573004,79,15260820.7909,18316.6342919,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.2404360408487269
7008,157,1,2100,1572100,79,1553869.18697,5947.06121625,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.3547102599102587
7543,157,2,1118,1571118,79,18928663.8952,20577.5645484,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,4.318315053643521
7544,157,5,1007,1571007,79,135177840.021,81564.576151,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.07657643258710443
7547,157,6,2061,1572061,79,13912058.3319,17455.2180513,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,3.175782020872695
7548,157,7,1097,1571097,79,6073149.63704,15697.8474633,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,1.3863512477681905
7597,201,1,0131,2010131,101,17914699.9368,17980.5176685,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.0
7859,157,7,1094,1571094,79,428247.204215,3043.9954254,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.09775834310035672
7860,157,5,1109,1571109,79,17126383.4035,24253.1481101,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,3.909533672020346
7886,157,7,4117,1574117,79,7322733.96054,12294.8980873,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,1.007929200654496
7887,157,6,4071,1574071,79,475928.410458,3019.6159713,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.10864279412170327
7888,157,5,4039,1574039,79,5411715.09011,11749.2346754,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,1.153164388519102
7889,157,1,4079,1574079,79,425546.7352,2979.74338825,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.09714189219532848
7956,157,7,1076,1571076,79,12639191.9638,22848.4338166,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.025797767585631022
7991,157,3,2151,1572151,79,10300575.211,13396.1813756,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,2.3513689189302567
7993,157,5,3150,1573150,79,6740767.30041,14236.7653342,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,1.0740659177744145
7995,157,7,4147,1574147,79,11417422.9946,18330.2292855,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,2.6063179010681927
8017,201,2,0646,2010646,101,2175171.17118,7900.77612629,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.0
8018,201,5,0524,2010524,101,2592112.00359,6992.22922378,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.0
8019,201,6,0600,2010600,101,3836133.99806,12026.4648926,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.0
8103,201,3,0286,2010286,101,7261513.02795,13045.392959,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.0
8163,201,4,0488,2010488,101,2274495.77519,8575.15772771,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.0
8217,201,6,0428,2010428,101,3575089.38672,8931.55209872,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.0
8661,157,7,2099,1572099,79,2960627.90922,9568.29326442,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.6758388054685573
8693,157,6,4027,1574027,79,298291.613729,2467.82943367,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.06809266617919021
8806,201,2,0899,2010899,101,30645481.2507,28062.8385508,668,19650,Fort Bend ISD,Fort Bend,79907,079-907,079907,4819650,2,438067167.092,145074.777321,0.0
646,157,1,1003,1571003,79,10676518.1897,17778.4196067,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,0.0
647,157,2,1134,1571134,79,29180624.3944,29356.072632,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,0.0
1124,39,5,0040,390040,20,86500220.4738,50416.8724469,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,13.334376152117677
1125,39,2,0059,390059,20,5516026.09734,9807.93853977,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,0.851274866629841
1126,39,2,0029,390029,20,5512998.74724,12393.7375641,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,0.06502507250098857
1128,39,4,0050,390050,20,8010692.23312,15464.2871681,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,1.2362706125791616
2220,39,6,0006,390006,20,229827599.138,75701.285139,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,14.328470740294241
2222,39,4,0021,390021,20,182926183.392,78407.1422538,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,7.942093705532847
2223,39,6,0011,390011,20,84939596.0235,56609.8296026,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,12.817713682613391
2229,39,7,0013,390013,20,7289398.38021,14774.4150844,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,0.0
2233,39,2,0060,390060,20,12067341.8617,19594.7729742,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,0.20325904741852427
2901,39,5,0063,390063,20,4055153.21266,8398.7671299,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,0.625821914065199
2902,39,3,0053,390053,20,7053058.87103,10701.8199944,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,1.0884813892852256
2905,39,7,0058,390058,20,1627306.38591,5201.35006612,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,0.06584194582684898
3015,39,4,0039,390039,20,18382419.892,41211.6372371,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,2.8369140692452364
3016,39,1,0016,390016,20,23188955.1426,32558.7809098,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,3.5786949420201295
3017,39,5,0003,390003,20,11809585.3663,20170.90837,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,1.8225445330160204
3020,39,4,0035,390035,20,64755469.2645,63220.3387319,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,9.555388603550865
3021,39,6,0025,390025,20,12117520.0412,20871.2637118,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,1.870067341035318
3022,39,7,0057,390057,20,116817300.808,63428.6976039,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,11.917294758847765
3027,39,7,0038,390038,20,540073312.288,142742.530292,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,0.7681672856946546
3028,39,3,0034,390034,20,48625669.1262,46713.2385643,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,7.504281029440659
3031,39,2,0061,390061,20,21191196.5354,28389.937269,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,1.460160607553098
3032,39,1,0036,390036,20,24183294.8731,28067.4144378,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,2.5017837989687575
3896,39,3,0044,390044,20,6799198.23092,16284.6568895,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,0.08080369892216786
3959,39,6,0068,390068,20,16245372.9147,16712.8760568,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,2.5071088166125306
3960,39,5,0067,390067,20,5299335.82964,12465.7106012,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,0.773632973438407
4804,157,3,1058,1571058,79,22951359.9047,31356.6809649,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,0.0
5395,167,2,0482,1670482,84,18804447.5035,23101.0218925,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,0.0
5396,167,7,0258,1670258,84,28463663.7387,36141.8761549,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,0.0
5397,167,4,0279,1670279,84,24950600.0581,23404.3803498,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,0.0
5398,167,4,0461,1670461,84,11148306.3647,19966.0126524,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,0.000996443366305911
7570,167,5,0226,1670226,84,179645270.283,76285.0653906,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,7.492759535078357e-10
7597,201,1,0131,2010131,101,17914699.9368,17980.5176685,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,0.0
7798,39,7,0064,390064,20,1707614.39539,6679.98414597,660,08090,Alvin ISD,Alvin,20901,020-901,020901,4808090,5,647972389.832,177562.073756,0.2635319686748974
657,157,5,2070,1572070,79,8140295.56687,14015.5618627,650,41350,Stafford MSD,Stafford MSD,79910,079-910,079910,4841350,3,18255647.2003,31287.0362647,44.5870913959217
663,157,1,2088,1572088,79,5747292.22858,15290.0110378,650,41350,Stafford MSD,Stafford MSD,79910,079-910,079910,4841350,3,18255647.2003,31287.0362647,27.08052806790632
664,157,3,3009,1573009,79,5246826.86516,13287.6003051,650,41350,Stafford MSD,Stafford MSD,79910,079-910,079910,4841350,3,18255647.2003,31287.0362647,0.49184808805879926
665,157,5,2060,1572060,79,2222511.12565,8222.38357135,650,41350,Stafford MSD,Stafford MSD,79910,079-910,079910,4841350,3,18255647.2003,31287.0362647,1.9977019551472464
666,157,2,2137,1572137,79,1102087.6158,6107.28783149,650,41350,Stafford MSD,Stafford MSD,79910,079-910,079910,4841350,3,18255647.2003,31287.0362647,5.693514755804285
667,157,4,2112,1572112,79,2078920.88616,6816.44740281,650,41350,Stafford MSD,Stafford MSD,79910,079-910,079910,4841350,3,18255647.2003,31287.0362647,0.545470041650317
668,157,5,2077,1572077,79,2003179.08644,6297.20996344,650,41350,Stafford MSD,Stafford MSD,79910,079-910,079910,4841350,3,18255647.2003,31287.0362647,3.9950545736633824e-10
670,157,2,2096,1572096,79,2410977.71185,7179.00872213,650,41350,Stafford MSD,Stafford MSD,79910,079-910,079910,4841350,3,18255647.2003,31287.0362647,12.96415661608052
1519,201,3,0627,2010627,101,3006084.62359,8302.03356592,650,41350,Stafford MSD,Stafford MSD,79910,079-910,079910,4841350,3,18255647.2003,31287.0362647,0.0
2368,157,1,2139,1572139,79,46831.7972602,1230.111168,650,41350,Stafford MSD,Stafford MSD,79910,079-910,079910,4841350,3,18255647.2003,31287.0362647,0.2565332072109663
2369,157,7,2138,1572138,79,494405.225589,3362.24621592,650,41350,Stafford MSD,Stafford MSD,79910,079-910,079910,4841350,3,18255647.2003,31287.0362647,2.7082317058568157
4068,201,4,0506,2010506,101,3796399.55943,9795.40890695,650,41350,Stafford MSD,Stafford MSD,79910,079-910,079910,4841350,3,18255647.2003,31287.0362647,0.3792245439445853
5338,157,7,3053,1573053,79,4748592.85759,9881.52825615,650,41350,Stafford MSD,Stafford MSD,79910,079-910,079910,4841350,3,18255647.2003,31287.0362647,0.0
5339,157,1,2022,1572022,79,2425852.02901,7385.63555986,650,41350,Stafford MSD,Stafford MSD,79910,079-910,079910,4841350,3,18255647.2003,31287.0362647,0.3556038916364455
5340,157,6,3069,1573069,79,406163.287596,2780.82240925,650,41350,Stafford MSD,Stafford MSD,79910,079-910,079910,4841350,3,18255647.2003,31287.0362647,2.1510206602492135
5342,157,4,4107,1574107,79,4375105.10597,12280.3481757,650,41350,Stafford MSD,Stafford MSD,79910,079-910,079910,4841350,3,18255647.2003,31287.0362647,0.033577882370899426
5390,157,3,2059,1572059,79,2245892.27388,6764.6029156,650,41350,Stafford MSD,Stafford MSD,79910,079-910,079910,4841350,3,18255647.2003,31287.0362647,0.0
5392,157,7,2075,1572075,79,1490925.80365,5360.53469283,650,41350,Stafford MSD,Stafford MSD,79910,079-910,079910,4841350,3,18255647.2003,31287.0362647,0.122842479561948
5393,157,7,2081,1572081,79,5593721.55341,13231.297754,650,41350,Stafford MSD,Stafford MSD,79910,079-910,079910,4841350,3,18255647.2003,31287.0362647,0.03594665973915289
8011,201,2,0462,2010462,101,4590902.43847,10135.3689562,650,41350,Stafford MSD,Stafford MSD,79910,079-910,079910,4841350,3,18255647.2003,31287.0362647,0.5967080484611967
671,159,5,0201,1590201,80,110266588.698,61373.896982,835,31770,Mount Vernon ISD,Mount Vernon,80901,080-901,080901,4831770,3,650269065.467,166977.179244,16.957071242367412
1666,223,6,0012,2230012,112,165518139.099,83083.677725,835,31770,Mount Vernon ISD,Mount Vernon,80901,080-901,080901,4831770,3,650269065.467,166977.179244,0.0
2297,63,1,2002,632002,32,116741544.215,69143.753296,835,31770,Mount Vernon ISD,Mount Vernon,80901,080-901,080901,4831770,3,650269065.467,166977.179244,0.0
2370,159,6,0101,1590101,80,93101961.3436,57398.8920692,835,31770,Mount Vernon ISD,Mount Vernon,80901,080-901,080901,4831770,3,650269065.467,166977.179244,14.201826715551066
2371,159,2,0301,1590301,80,102409021.185,59375.2171418,835,31770,Mount Vernon ISD,Mount Vernon,80901,080-901,080901,4831770,3,650269065.467,166977.179244,15.469288361553504
2603,223,3,0005,2230005,112,142744937.569,65950.5901829,835,31770,Mount Vernon ISD,Mount Vernon,80901,080-901,080901,4831770,3,650269065.467,166977.179244,1.0527905040276155
2605,223,1,0014,2230014,112,153899305.014,52749.4530433,835,31770,Mount Vernon ISD,Mount Vernon,80901,080-901,080901,4831770,3,650269065.467,166977.179244,0.0
5394,159,7,0102,1590102,80,185373613.513,98696.7123135,835,31770,Mount Vernon ISD,Mount Vernon,80901,080-901,080901,4831770,3,650269065.467,166977.179244,19.537191913595308
5864,159,1,0202,1590202,80,62433383.0795,40450.2775906,835,31770,Mount Vernon ISD,Mount Vernon,80901,080-901,080901,4831770,3,650269065.467,166977.179244,9.60116148761861
6375,387,3,0005,3870005,194,177700629.552,76654.3122404,835,31770,Mount Vernon ISD,Mount Vernon,80901,080-901,080901,4831770,3,650269065.467,166977.179244,0.0
6376,387,4,0010,3870010,194,77683342.5951,52905.2893005,835,31770,Mount Vernon ISD,Mount Vernon,80901,080-901,080901,4831770,3,650269065.467,166977.179244,0.0
6672,449,4,0003,4490003,225,73474739.4181,56064.6513257,835,31770,Mount Vernon ISD,Mount Vernon,80901,080-901,080901,4831770,3,650269065.467,166977.179244,0.0
6674,449,7,0012,4490012,225,55453053.6134,35989.2422897,835,31770,Mount Vernon ISD,Mount Vernon,80901,080-901,080901,4831770,3,650269065.467,166977.179244,0.0
7011,159,7,0401,1590401,80,74845608.7975,52140.3301898,835,31770,Mount Vernon ISD,Mount Vernon,80901,080-901,080901,4831770,3,650269065.467,166977.179244,11.509944540241298
7012,159,4,0302,1590302,80,63149451.395,42709.1576593,835,31770,Mount Vernon ISD,Mount Vernon,80901,080-901,080901,4831770,3,650269065.467,166977.179244,3.0260520872708754
7013,159,3,0402,1590402,80,69532280.9755,60656.4751699,835,31770,Mount Vernon ISD,Mount Vernon,80901,080-901,080901,4831770,3,650269065.467,166977.179244,8.644673147774572
7406,449,1,0009,4490009,225,86752390.2947,63301.0633493,835,31770,Mount Vernon ISD,Mount Vernon,80901,080-901,080901,4831770,3,650269065.467,166977.179244,0.0
7407,449,5,0004,4490004,225,74205936.57,62247.745297,835,31770,Mount Vernon ISD,Mount Vernon,80901,080-901,080901,4831770,3,650269065.467,166977.179244,0.0
7408,449,3,0011,4490011,225,42003818.8977,43044.1369029,835,31770,Mount Vernon ISD,Mount Vernon,80901,080-901,080901,4831770,3,650269065.467,166977.179244,0.0
7749,499,7,04-2,49904-2,250,283677086.353,104570.315972,835,31770,Mount Vernon ISD,Mount Vernon,80901,080-901,080901,4831770,3,650269065.467,166977.179244,0.0
671,159,5,0201,1590201,80,110266588.698,61373.896982,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,0.0
1833,449,3,0008,4490008,225,5765686.3454,15013.844168,828,31760,Mount Pleasant ISD,Mount Pleasant,225902,225-902,225902,4831760,4,695307477.959,269683.66614,0.829228295132144
